0,556
1,560
2,555
3,551
4,547
5,550
6,555
7,559
8,562
9,559
10,553
11,556
12,554
13,550
14,550
15,552
16,556
17,550
18,551
19,556
20,555
21,558
22,563
23,564
24,564
25,560
26,557
27,558
28,560
29,564
30,563
31,565
32,564
33,567
34,571
35,570
36,573
37,578
38,579
39,580
40,581
41,580
42,585
43,582
44,578
45,575
46,572
47,574
48,570
49,574
50,572
51,574
52,578
53,576
54,571
55,568
56,573
57,571
58,573
59,567
60,572
61,576
62,571
63,571
64,569
65,569
66,572
67,571
68,568
69,566
70,567
71,564
72,569
73,564
74,569
75,573
76,576
77,574
78,568
79,563
80,562
81,566
82,564
83,568
84,562
85,567
86,563
87,559
88,560
89,556
90,554
91,559
92,562
93,561
94,557
95,557
96,554
97,557
98,559
99,561
100,555
101,555
102,555
103,555
104,558
105,560
106,562
107,562
108,565
109,561
110,561
111,561
112,559
113,554
114,557
115,557
116,559
117,555
118,555
119,560
120,560
121,559
122,555
123,555
124,554
125,556
126,559
127,557
128,557
129,558
130,560
131,557
132,559
133,554
134,554
135,552
136,552
137,548
138,552
139,552
140,547
141,549
142,546
143,546
