0,1809
1,1794
2,1809
3,1803
4,1790
5,1782
6,1764
7,1775
8,1762
9,1775
10,1786
11,1785
12,1797
13,1812
14,1810
15,1798
16,1812
17,1828
18,1811
19,1820
20,1838
21,1830
22,1823
23,1825
24,1823
25,1831
26,1833
27,1837
28,1824
29,1820
30,1828
31,1838
32,1842
33,1839
34,1823
35,1830
36,1840
37,1826
38,1817
39,1828
40,1820
41,1804
42,1797
43,1790
44,1792
45,1807
46,1810
47,1798
48,1811
49,1811
50,1828
51,1841
52,1855
53,1872
54,1853
55,1847
56,1864
57,1853
58,1842
59,1852
60,1864
61,1868
62,1869
63,1880
64,1894
65,1901
66,1909
67,1903
68,1885
69,1870
70,1882
71,1890
72,1878
73,1875
74,1890
75,1897
76,1912
77,1906
78,1905
79,1893
80,1889
81,1880
82,1876
83,1858
84,1852
85,1853
86,1848
87,1856
88,1844
89,1833
90,1827
91,1813
92,1822
93,1833
94,1835
95,1827
96,1839
97,1831
98,1834
99,1837
100,1822
101,1822
102,1822
103,1822
104,1822
105,1829
106,1813
107,1813
108,1816
109,1824
110,1840
111,1840
112,1843
113,1846
114,1838
115,1838
116,1833
117,1838
118,1838
119,1823
120,1834
121,1836
122,1835
123,1835
124,1839
125,1844
126,1828
127,1825
128,1825
129,1823
130,1809
131,1814
132,1802
133,1801
134,1801
135,1792
136,1790
137,1797
138,1808
139,1808
140,1816
141,1822
142,1820
143,1820
