0,1809
1,1792
2,1797
3,1813
4,1804
5,1802
6,1790
7,1781
8,1771
9,1781
10,1787
11,1797
12,1813
13,1826
14,1814
15,1803
16,1820
17,1809
18,1817
19,1828
20,1831
21,1832
22,1823
23,1818
24,1828
25,1830
26,1825
27,1827
28,1824
29,1817
30,1804
31,1796
32,1798
33,1814
34,1812
35,1795
36,1783
37,1773
38,1781
39,1792
40,1793
41,1801
42,1787
43,1790
44,1783
45,1787
46,1783
47,1793
48,1796
49,1785
50,1767
51,1753
52,1739
53,1730
54,1718
55,1726
56,1723
57,1712
58,1724
59,1739
60,1754
61,1748
62,1757
63,1749
64,1733
65,1748
66,1735
67,1747
68,1756
69,1744
70,1727
71,1738
72,1755
73,1765
74,1763
75,1767
76,1774
77,1764
78,1781
79,1771
80,1783
81,1773
82,1767
83,1776
84,1773
85,1771
86,1755
87,1749
88,1736
89,1732
90,1725
91,1741
92,1749
93,1764
94,1757
95,1752
96,1740
97,1728
98,1729
99,1718
100,1734
101,1734
102,1734
103,1734
104,1734
105,1731
106,1745
107,1745
108,1729
109,1738
110,1748
111,1748
112,1744
113,1753
114,1745
115,1745
116,1731
117,1746
118,1746
119,1740
120,1725
121,1713
122,1703
123,1703
124,1697
125,1699
126,1710
127,1703
128,1703
129,1707
130,1722
131,1729
132,1730
133,1738
134,1738
135,1749
136,1761
137,1776
138,1767
139,1767
140,1781
141,1795
142,1787
143,1787
