0,1216
1,1206
2,1199
3,1192
4,1189
5,1195
6,1189
7,1187
8,1180
9,1187
10,1189
11,1185
12,1180
13,1176
14,1181
15,1186
16,1193
17,1191
18,1187
19,1197
20,1205
21,1201
22,1196
23,1198
24,1202
25,1197
26,1188
27,1194
28,1197
29,1198
30,1205
31,1201
32,1209
33,1204
34,1192
35,1182
36,1187
37,1181
38,1186
39,1176
40,1171
41,1162
42,1170
43,1172
44,1168
45,1172
46,1166
47,1157
48,1166
49,1176
50,1178
51,1189
52,1181
53,1187
54,1196
55,1186
56,1183
57,1184
58,1186
59,1193
60,1189
61,1190
62,1187
63,1183
64,1194
65,1191
66,1180
67,1180
68,1171
69,1182
70,1182
71,1191
72,1200
73,1189
74,1179
75,1178
76,1178
77,1175
78,1176
79,1174
80,1166
81,1169
82,1164
83,1163
84,1169
85,1164
86,1155
87,1164
88,1167
89,1160
90,1158
91,1149
92,1150
93,1146
94,1151
95,1151
96,1149
97,1148
98,1137
99,1129
