0,1644
1,1643
2,1629
3,1620
4,1605
5,1591
6,1605
7,1620
8,1626
9,1619
10,1614
11,1602
12,1595
13,1608
14,1607
15,1615
16,1630
17,1618
18,1621
19,1634
20,1621
21,1614
22,1628
23,1623
24,1633
25,1633
26,1623
27,1626
28,1631
29,1634
30,1625
31,1633
32,1638
33,1643
34,1653
35,1667
36,1665
37,1673
38,1681
39,1671
40,1685
41,1682
42,1690
43,1674
44,1667
45,1677
46,1661
47,1668
48,1662
49,1676
50,1685
51,1685
52,1691
53,1682
54,1687
55,1699
56,1702
57,1703
58,1712
59,1722
60,1730
61,1728
62,1717
63,1713
64,1725
65,1731
66,1744
67,1759
68,1747
69,1761
70,1753
71,1741
72,1742
73,1751
74,1749
75,1745
76,1732
77,1740
78,1734
79,1732
80,1746
81,1759
82,1769
83,1768
84,1765
85,1772
86,1764
87,1756
88,1750
89,1759
90,1774
91,1758
92,1753
93,1737
94,1744
95,1735
96,1723
97,1708
98,1706
99,1717
100,1721
