0,1973
1,1976
2,1972
3,1959
4,1969
5,1953
6,1946
7,1947
8,1953
9,1945
10,1940
11,1938
12,1955
13,1954
14,1958
15,1943
16,1937
17,1932
18,1934
19,1922
20,1928
21,1911
22,1907
23,1919
24,1931
25,1929
26,1915
27,1911
28,1914
29,1914
30,1907
31,1893
32,1884
33,1871
34,1866
35,1884
36,1895
37,1902
38,1891
39,1879
40,1879
41,1875
42,1864
43,1875
44,1862
45,1861
46,1878
47,1894
48,1886
49,1900
50,1903
51,1885
52,1879
53,1869
54,1851
55,1842
56,1842
57,1852
58,1843
59,1827
60,1811
61,1804
62,1786
63,1802
64,1816
65,1798
66,1804
67,1791
68,1793
69,1794
70,1793
71,1783
72,1778
73,1795
74,1782
75,1777
76,1770
77,1787
78,1797
79,1812
80,1793
81,1803
82,1785
83,1772
84,1778
85,1763
86,1780
87,1785
88,1790
89,1796
90,1792
91,1809
92,1824
93,1812
94,1816
95,1816
96,1803
97,1809
98,1793
99,1810
100,1817
101,1817
102,1817
103,1817
104,1817
105,1813
106,1813
107,1810
108,1826
109,1840
110,1840
111,1853
112,1835
113,1817
114,1827
115,1827
116,1825
117,1823
118,1823
119,1805
120,1788
121,1775
122,1779
123,1779
124,1771
125,1781
126,1792
127,1783
128,1783
129,1794
130,1790
131,1781
132,1777
133,1777
134,1778
135,1768
136,1784
137,1797
138,1783
139,1783
140,1790
141,1790
142,1798
143,1798
