0,1316
1,1315
2,1321
3,1324
4,1327
5,1315
6,1323
7,1322
8,1328
9,1339
10,1343
11,1345
12,1345
13,1345
14,1350
15,1340
16,1327
17,1328
18,1321
19,1328
20,1322
21,1309
22,1315
23,1323
24,1310
25,1320
26,1311
27,1309
28,1314
29,1303
30,1313
31,1303
32,1301
33,1303
34,1291
35,1288
36,1295
37,1293
38,1291
39,1295
40,1296
41,1292
42,1293
43,1299
44,1288
45,1297
46,1292
47,1287
48,1284
49,1283
50,1287
51,1287
52,1294
53,1295
54,1294
55,1294
56,1299
57,1303
58,1313
59,1322
60,1311
61,1310
62,1299
63,1291
64,1302
65,1308
66,1311
67,1311
68,1323
69,1327
70,1334
71,1341
72,1346
73,1355
74,1343
75,1352
76,1346
77,1355
78,1347
79,1336
80,1334
81,1339
82,1332
83,1336
84,1335
85,1344
86,1332
87,1325
88,1329
89,1328
90,1332
91,1331
92,1335
93,1334
94,1322
95,1316
96,1308
97,1297
98,1303
99,1312
100,1313
101,1311
102,1311
103,1311
104,1311
105,1303
106,1294
107,1295
108,1300
109,1300
110,1310
111,1304
112,1315
113,1315
114,1316
115,1305
116,1305
117,1292
118,1287
119,1287
120,1295
121,1293
122,1297
123,1301
124,1301
125,1297
126,1308
127,1307
128,1302
129,1302
130,1292
131,1284
132,1293
133,1283
134,1292
135,1292
136,1302
