0,456
1,453
2,454
3,455
4,452
5,449
6,451
7,449
8,447
9,444
10,442
11,446
12,446
13,444
14,447
15,443
16,441
17,442
18,442
19,442
20,441
21,442
22,446
23,446
24,448
25,448
26,446
27,446
28,449
29,445
30,445
31,442
32,443
33,445
34,441
35,444
36,440
37,443
38,445
39,441
40,440
41,437
42,437
43,438
44,437
45,435
46,437
47,436
48,431
49,432
50,436
51,436
52,436
53,434
54,432
55,433
56,435
57,433
58,434
59,430
60,433
61,432
62,434
63,433
64,433
65,435
66,434
67,437
68,432
69,428
70,427
71,424
72,423
73,427
74,429
75,428
76,431
77,433
78,433
79,432
80,428
81,427
82,430
83,430
84,428
85,423
86,425
87,424
88,421
89,424
90,426
91,426
92,422
93,422
94,424
95,427
96,427
97,428
98,428
99,431
100,430
101,429
102,429
103,429
104,429
105,429
106,424
107,420
108,420
109,416
110,415
111,418
112,418
113,419
114,418
115,421
116,421
117,418
118,414
119,414
120,417
121,419
122,416
123,417
124,417
125,420
126,416
127,418
128,417
129,417
130,418
131,417
132,420
133,419
134,421
135,421
136,422
