0,1947
1,1936
2,1955
3,1964
4,1976
5,1978
6,1962
7,1961
8,1978
9,1979
10,1978
11,1991
12,1977
13,1977
14,1965
15,1952
16,1956
17,1972
18,1956
19,1944
20,1933
21,1945
22,1945
23,1956
24,1940
25,1944
26,1930
27,1911
28,1904
29,1901
30,1913
31,1924
32,1940
33,1939
34,1930
35,1938
36,1933
37,1919
38,1915
39,1907
40,1918
41,1907
42,1915
43,1928
44,1923
45,1925
46,1940
47,1955
48,1966
49,1980
50,1984
51,1968
52,1949
53,1944
54,1950
55,1962
56,1968
57,1981
58,1970
59,1977
60,1959
61,1952
62,1959
63,1962
64,1977
65,1989
66,1986
67,1990
68,1982
69,1964
70,1976
71,1977
72,1960
73,1965
74,1962
75,1976
76,1975
77,1970
78,1960
79,1975
80,1976
81,1983
82,1967
83,1954
84,1967
85,1981
86,1988
87,1975
88,1965
89,1966
90,1949
91,1936
92,1947
93,1946
94,1940
95,1944
96,1935
97,1917
98,1934
99,1933
100,1937
101,1937
102,1937
103,1937
104,1937
105,1930
106,1930
107,1930
108,1934
109,1946
110,1946
111,1931
112,1948
113,1943
114,1939
115,1939
116,1951
117,1938
118,1938
119,1951
120,1933
121,1919
122,1906
123,1906
124,1891
125,1906
126,1889
127,1896
128,1896
129,1892
130,1910
131,1926
132,1938
133,1938
134,1955
135,1948
