0,1070
1,1063
2,1058
3,1055
4,1052
5,1062
6,1059
7,1048
8,1051
9,1052
10,1053
11,1044
12,1047
13,1047
14,1047
15,1052
16,1054
17,1049
18,1041
19,1044
20,1052
21,1048
22,1049
23,1040
24,1032
25,1040
26,1047
27,1056
28,1059
29,1069
30,1078
31,1069
32,1067
33,1064
34,1065
35,1061
36,1054
37,1047
38,1037
39,1033
40,1024
41,1023
42,1021
43,1019
44,1025
45,1016
46,1009
47,1014
48,1014
49,1012
50,1012
51,1015
52,1019
53,1018
54,1026
55,1015
56,1007
57,1001
58,1001
59,1008
60,1016
61,1015
62,1021
63,1020
64,1010
65,1015
66,1019
67,1010
68,1019
69,1016
70,1012
71,1002
72,1008
73,1005
74,998
75,1000
76,1001
77,1004
78,995
79,1002
80,1003
81,1010
82,1008
83,999
84,1004
85,994
86,992
87,985
88,976
89,979
90,982
91,985
92,980
93,984
94,980
95,988
96,984
97,980
98,987
99,979
100,977
101,977
102,977
103,977
104,982
105,982
106,989
107,983
108,983
109,984
110,980
111,975
112,975
113,966
114,972
115,972
116,981
117,986
118,986
119,994
120,997
121,987
122,994
123,994
124,994
125,989
126,987
127,991
128,991
129,987
130,995
131,986
132,983
133,981
134,983
135,983
